"Metabolite","Coef_RA_HC","PValue_RA_HC","CI_Lower_RA_HC","CI_Upper_RA_HC","Coef_RA_atRisk","PValue_RA_atRisk","CI_Lower_RA_atRisk","CI_Upper_RA_atRisk","Coef_HC_atRisk","PValue_HC_atRisk","CI_Lower_HC_atRisk","CI_Upper_HC_atRisk"
"Methylmalonic acid",0.58555660731843,3.22993405284679e-07,0.365056320422991,0.806056894213869,-0.19377714079164,0.179557722018326,-0.477315289847783,0.0897610082645025,-0.871419731992126,1.50237617546371e-06,-1.21507415734971,-0.527765306634545
"Benzoic acid",1.46711587010233,4.85016155915577e-40,1.27991656808435,1.65431517212032,0.557606450040471,1.34337386902378e-08,0.370446745890869,0.744766154190072,-0.955246184381133,2.46874952862185e-07,-1.30439010844082,-0.606102260321443
"Methyl (R)-4-methyl-2-oxopentanoate",0.442570532655026,0.000278260783369133,0.205765739495354,0.679375325814699,0.150593043362172,0.240172338748415,-0.101294496885037,0.402480583609381,-0.382894259459989,0.0658037355387052,-0.791116649453865,0.0253281305338856
"Hydroxyisocaproic acid",0.183137865518915,0.136299303417531,-0.0581326799607536,0.424408410998584,-0.114941685294754,0.450546816946006,-0.414464262046146,0.184580891456638,-0.375601905863664,0.0397073650786043,-0.733291523173516,-0.0179122885538113
"Glutarate",0.333121085618026,0.00720962506257454,0.0908117976052925,0.57543037363076,-0.161912106073913,0.300055348602251,-0.468949068427763,0.145124856279936,-0.527557623764873,0.00290847642895035,-0.871952026203693,-0.183163221326052
"sinapoyl-(S)-malate",-0.617727384908329,1.132814777203e-07,-0.841432732718206,-0.394022037098453,0.18697287647061,0.247221488814198,-0.130488588940166,0.504434341881387,0.77577754366622,3.0948028563835e-06,0.459486209160503,1.09206887817194
"Adenine",1.72025560326616,1.69241066012043e-63,1.56381439117506,1.87669681535727,1.16978694291982,1.9466835553691e-30,0.993810020385304,1.34576386545434,-0.592877105869389,1.65638878764087e-05,-0.856100066306252,-0.329654145432527
"Hypoxanthine",-0.698594382366066,4.22085487342868e-09,-0.925767221454006,-0.471421543278125,0.196213705664392,0.217608401958916,-0.116404337305083,0.508831748633868,0.915909977533854,1.11369971806085e-08,0.616612368473966,1.21520758659374
"Adipic acid",0.654446615569424,2.29633077804714e-08,0.430071890072021,0.878821341066828,-0.0290790622768754,0.8474307948837,-0.326393505904442,0.268235381350691,-0.702009230682749,9.17528983643743e-05,-1.04707929199376,-0.356939169371741
"Mevalonic acid",0.600324548463134,4.4905737202453e-07,0.371336678648719,0.82931241827755,-0.689702088369373,1.20461892328825e-05,-0.994021844162231,-0.385382332576515,-1.31134615117333,1.44468589953832e-20,-1.55073978560165,-1.07195251674501
"Xanthine",0.295808974094985,0.0109126318045628,0.0685385592746783,0.523079388915292,0.451886582753063,0.00280541781283628,0.156951930967868,0.746821234538258,0.18505260817686,0.283664413770575,-0.154764062338387,0.524869278692107
"Dopamine",-0.228105632901497,0.0565433614048295,-0.462607925704411,0.00639665990141705,0.13292495196889,0.410674816455124,-0.184711279906829,0.450561183844608,0.363758607787286,0.0313734155651285,0.0329439152436712,0.694573300330902
"Orotic acid",0.27522508054307,0.029308992991358,0.0278861119756196,0.52256404911052,0.375344506207609,0.0167789544808346,0.0682867659245538,0.682402246490664,0.0908307945244498,0.602792401870269,-0.253307777781802,0.434969366830702
"Aminoadipic acid",-0.667071263548209,2.0422363366625e-08,-0.894901640146806,-0.439240886949611,-0.322673179719509,0.0191982996106178,-0.592323756804012,-0.0530226026350075,0.28190229719678,0.148097415797786,-0.101238745807202,0.665043340200762
"Enol-phenylpyruvate",-0.497810581361418,1.38027897858052e-05,-0.719480788549681,-0.276140374173155,0.709802567990966,5.7965707948254e-06,0.407864836301759,1.01174029968017,1.17843296016026,3.58585983021068e-13,0.886319497969349,1.47054642235118
"Phosphoenolpyruvic acid",-0.172030709418575,0.164253861069352,-0.41482544054198,0.0707640217048293,0.00596287833049186,0.969255453489519,-0.298385088322596,0.31031084498358,0.125278164810724,0.492070941206499,-0.234131818281151,0.4846881479026
"Homogentisic acid",0.263917730163266,0.0315699368363692,0.023461465978325,0.504373994348207,0.137211209619832,0.403121879370691,-0.18542427805609,0.459846697295754,-0.195546995664125,0.246928233855776,-0.527944684468085,0.136850693139836
"Uric acid",-0.00275978791587112,0.980538260045307,-0.225200469701596,0.219680893869853,0.0909442392790589,0.56159978586005,-0.217167277449187,0.399055756007305,0.0778594812515574,0.690211838908564,-0.307369263450696,0.463088225953811
"Dihydroxyacetone phosphate",-0.515779276378071,1.68854080008694e-05,-0.747897152246557,-0.283661400509585,-0.339360175914457,0.0251880176727161,-0.636158806073103,-0.0425615457558111,0.188621516832068,0.30759154806247,-0.17541157368855,0.552654607352686
"D-Glyceraldehyde 3-phosphate",-0.825302783562437,3.0978096188425e-12,-1.04875332918636,-0.601852237938512,-0.321189173972612,0.0327565476532315,-0.615835108869787,-0.0265432390754364,0.544153048194982,0.0014731603375249,0.212260777309859,0.876045319080105
"Shikimic acid",0.551018598444416,5.31771466145322e-06,0.317054128466668,0.784983068422164,0.107258796864841,0.472381074609915,-0.186218773251642,0.400736366981325,-0.477238352426372,0.010190947353222,-0.839623464659383,-0.11485324019336
"Citrulline",0.0507280664888648,0.684754005067536,-0.19491433004102,0.296370463018749,-0.0840656757750954,0.607816631967621,-0.406231327831454,0.238099976281263,-0.196471215242824,0.261680851257439,-0.541023770673858,0.148081340188209
"Hippuric acid",0.120842892514967,0.33083116473284,-0.123299348073516,0.364985133103449,-0.0893730967183567,0.568193840179667,-0.397339630848529,0.218593437411816,-0.234108219757706,0.158388044846007,-0.560415670853042,0.0921992313376298
"myo-Inositol",-0.102928782530986,0.3847985744686,-0.335644600402924,0.129787035340951,-0.0186172277114776,0.907012821992962,-0.332155279712601,0.294920824289646,0.0514255994147083,0.77204768673131,-0.298679031354301,0.401530230183717
"lactose",0.64036539893858,2.13869649551372e-07,0.402979996570896,0.877750801306265,-0.118562250072915,0.419590920737794,-0.407351781308076,0.170227281162245,-0.868083231436859,6.82845112091935e-07,-1.19886239383964,-0.537304069034082
"4-Hydroxyphenylpyruvic acid",-0.486685775288422,2.79874817074594e-05,-0.711813399545184,-0.26155815103166,0.541227561445323,0.000230628591737851,0.255883319160352,0.826571803730293,0.941968168311987,9.97340788498243e-08,0.609478632442072,1.2744577041819
"4-Pyridoxic acid",-0.00453587058164376,0.969217534947947,-0.235642501508107,0.226570760344819,-0.187090312824794,0.209432043280416,-0.479880793148718,0.105700167499129,-0.296505327043961,0.130502253321494,-0.681822210189121,0.0888115561011988
"2-Phosphoglyceric acid",-0.105484665766386,0.381871854731689,-0.342514466044885,0.131545134512114,-0.155367358692662,0.30078805613662,-0.450441286726044,0.139706569340721,-0.188685979284529,0.350942087362867,-0.587127127886944,0.209755169317887
"Azelaic acid",1.35097272677008,2.66799086066146e-34,1.15956847371344,1.54237697982671,-0.135192998540047,0.27167565065048,-0.376861347016595,0.1064753499365,-1.51461943620645,1.28835882873294e-20,-1.79064652751207,-1.23859234490082
"4,6-Dihydroxy-2-quinolinecarboxylic acid",0.324325274911556,0.00690977755128586,0.0896653208209386,0.558985229002174,-0.274606648137532,0.0781437104769513,-0.580359197980143,0.031145901705079,-0.642993013354133,0.000251836995871799,-0.981814796647891,-0.304171230060374
"D-Glucuronic acid",0.370563816055636,0.00254310938677551,0.1309689378381,0.610158694273172,0.0755600652508549,0.61699619896736,-0.221586987089068,0.372707117590778,-0.373641697801446,0.0439008982442648,-0.736938968392,-0.0103444272108917
"Indoxyl sulfate",-0.0196493841070607,0.871706543871727,-0.258878567158,0.219579798943878,-0.0353392764476275,0.81931036258981,-0.339658551507174,0.268979998611919,-0.0393424032868518,0.822702157578642,-0.38565078316492,0.306965976591216
"Pantothenic acid",0.00111238736360246,0.992563789323991,-0.233559734951585,0.23578450967879,-0.196189111578677,0.189383039288033,-0.489777668513627,0.0973994453562733,-0.276681296736733,0.141266158179858,-0.646340374935553,0.0929777814620869
"L-Cystathionine",0.260536915918158,0.0373151508628223,0.0154066266614384,0.505667205174878,-0.0472523731275104,0.763653228389988,-0.356368743750697,0.261863997495677,-0.359009188579029,0.0356466572870231,-0.693609516206626,-0.0244088609514334
"3-Nitrotyrosine",0.135111483990956,0.268414997199583,-0.104683282206684,0.374906250188596,-0.264170200634177,0.0828077691431996,-0.562897349979182,0.0345569487108286,-0.492396000565432,0.00756190974255653,-0.851727544743908,-0.133064456386956
"Myristic acid",1.24829736220938,2.62792674774899e-28,1.04774469480323,1.44885002961553,1.00785658224565,7.69844013271255e-13,0.744709936024196,1.2710032284671,-0.320062637178158,0.0165071367303519,-0.580883017576558,-0.0592422567797576
"D-Ribose 5-phosphate",-0.23320552583136,0.0464527362801071,-0.462722858988755,-0.00368819267396409,0.0197116244410519,0.903075047655199,-0.298707368125664,0.338130617007768,0.204036723384532,0.271980457099243,-0.161605320426201,0.569678767195266
"Biotin",-0.0910202563444423,0.44118939928469,-0.323269061980546,0.141228549291662,-0.336556988466247,0.025501183438098,-0.631540222196205,-0.0415737547362902,-0.302644518623179,0.123542369027226,-0.688747040587202,0.0834580033408439
"Fructose 6-phosphate",0.190691351979205,0.125703925087569,-0.0536882372363782,0.435070941194789,0.0202575390891444,0.865588571883882,-0.21517115799556,0.255686236173848,-0.251379839303203,0.257992246136533,-0.688812323953447,0.186052645347041
"Glucose 6-phosphate",0.598611531039144,6.02928994050376e-07,0.367577053219691,0.829646008858598,0.0700563111456838,0.580303628433683,-0.179111236940204,0.319223859231572,-0.642350265987796,0.00175143130437957,-1.04066870756646,-0.244031824409133
"Heptadecanoic acid",0.78231155228822,4.89695174551923e-11,0.556611578275613,1.00801152630083,0.400858514531393,0.00647981264636823,0.113261112358789,0.688455916703998,-0.471635229267716,0.00652190558512689,-0.809429889150911,-0.133840569384522
"Linoelaidic acid",0.348622211803333,0.00300920843604377,0.119252899883216,0.57799152372345,0.232851281451447,0.130497032194322,-0.0694099594932087,0.535112522396104,-0.189178316522485,0.33107952606755,-0.5725088010104,0.19415216796543
"Alpha-Linolenic acid",0.565346705960216,2.12451460737398e-06,0.335223378977484,0.795470032942947,0.526207499190907,0.000486717068999178,0.232883753711422,0.819531244670393,-0.131489273458599,0.463446565674032,-0.484927651866636,0.221949104949438
"Xanthosine",0.133670109621769,0.274049239395467,-0.106377667354219,0.373717886597756,0.600165099551461,0.000333317552469784,0.275158628421478,0.925171570681444,0.408886499888889,0.00510969682119465,0.124580807788285,0.693192191989492
"Argininosuccinic acid",-0.49466026318727,3.39249034723309e-05,-0.725968584103662,-0.263351942270878,-0.029012834116505,0.858155577533463,-0.348349039806909,0.290323371573899,0.43170188383379,0.00672001675011722,0.121349961923496,0.742053805744084
"13-HODE",2.11116157520985,2.03367053628245e-118,2.0027567135193,2.2195664369004,0.531370669309667,4.48663086745308e-13,0.394186612895848,0.668554725723485,-1.61433295837387,5.67937004189091e-48,-1.76219633175195,-1.46646958499579
"Arachidonic acid",1.65354773500503,1.08606710568956e-55,1.48712467159462,1.81997079841544,0.967009594668764,1.05449527455679e-18,0.767449762624809,1.16656942671272,-0.760519315600357,6.98089082120785e-08,-1.02543949239937,-0.495599138801345
"dCMP",0.565455283246789,3.00891993342872e-06,0.331658691569787,0.799251874923792,0.0162296886915617,0.910321565525022,-0.267229203653155,0.299688581036278,-0.63414720191031,0.000843579487037681,-1.0019650838627,-0.266329319957922
"Glutathione",-0.467806386612165,9.9113087758773e-05,-0.701147187860739,-0.23446558536359,-0.174046617155811,0.255060018931882,-0.474501132259538,0.126407897947915,0.330303994395987,0.0584023413323083,-0.0118926246756553,0.672500613467629
"N-Acetylneuraminic acid",1.12496305259074,2.92786223433939e-22,0.914431851428327,1.33549425375315,0.80831699358228,1.24129187286741e-08,0.53769072959802,1.07894325756654,-0.396469449457775,0.0128867538274762,-0.707715295811576,-0.0852236031039731
"Tetranor 12-HETE",2.1818542707797,2.54165989176373e-151,2.09786622864037,2.26584231291903,0.545981582351765,1.04964517421411e-25,0.454101255430616,0.637861909272915,-1.62889101402642,2.38068717251838e-51,-1.76841790491519,-1.48936412313764
"5-Thymidylic acid",0.140276529836271,0.261078467713814,-0.104883595938594,0.385436655611135,-0.222555277692142,0.150781986605423,-0.526671179710148,0.0815606243258646,-0.459464222368804,0.00411709065504012,-0.771048548702692,-0.147879896034915
"Cytidine monophosphate",0.343187841490133,0.00484623752239945,0.105223630415417,0.58115205256485,0.0181109776973663,0.904666199299381,-0.27935848408672,0.315580439481453,-0.364265186486314,0.0521125966401922,-0.731904073702401,0.00337370072977267
"Alpha-D-Glucose 1,6-bisphosphate",0.69092841382393,3.97405060114878e-09,0.466651234052875,0.915205593594986,0.654960277382293,1.09901153739984e-05,0.367331016492417,0.94258953827217,-0.0867175963671019,0.62303947638719,-0.434567180995867,0.261131988261664
"Fructose 1,6-bisphosphate",0.33512770044906,0.00510848092018954,0.101325764560026,0.568929636338095,-0.275363608184146,0.0651864667602647,-0.568171886023196,0.0174446696549048,-0.696935813687628,0.000267719975581937,-1.06583571001701,-0.328035917358249
"Alpha-Lactose",0.696977635765241,5.28202107525308e-09,0.468800369832239,0.925154901698243,-0.051758384469357,0.718858693410129,-0.334567551445956,0.231050782507242,-0.762749205091321,1.46537039839619e-05,-1.09914531192617,-0.426353098256471
"Sucrose",0.643766352096266,7.78022369089741e-08,0.41372804043977,0.873804663752762,-0.09990940537359,0.496299612546012,-0.388677103690755,0.188858292943575,-0.747447455642279,1.70216045339729e-05,-1.07979086999269,-0.415104041291868
"Cyclic GMP",0.143292175426437,0.248488274089299,-0.100574620579187,0.387158971432062,-0.200412246996841,0.17637463888169,-0.491507720592137,0.0906832265984558,-0.46197784240896,0.0100758675448657,-0.812227100637489,-0.111728584180431
"Gibberellin A3",0.929072651551725,2.9396778397199e-15,0.709416713400608,1.14872858970284,-0.410753672964648,0.000553382104726381,-0.642058992545031,-0.179448353384264,-1.37658390804627,4.01131526157871e-12,-1.73720648378928,-1.01596133230325
"Adenosine monophosphate",-0.152593347101962,0.18959727299251,-0.380987581575727,0.0758008873718023,0.59760125219903,0.000165930766874956,0.289669767123236,0.905532737274823,0.638461624110694,0.000690672665751474,0.274389597461557,1.00253365075983
"Inosinic acid",-0.434569316279955,0.000151675851915741,-0.657456049529438,-0.211682583030471,0.396399292204695,0.0133914506609736,0.082945711446088,0.709852872963302,0.848961877018497,3.3504558201629e-06,0.501525218352448,1.19639853568455
"Prostaglandin E2",1.90870217229849,2.16836029807988e-90,1.78031185860673,2.03709248599025,-0.203625846042845,0.000225732431565573,-0.310817572238396,-0.0964341198472928,-2.13372581467367,4.36147042403371e-40,-2.36445027678529,-1.90300135256205
"Orotidylic acid",0.491077584308854,3.97644456884736e-05,0.259344516836539,0.722810651781168,-0.0310334583104289,0.810368917967842,-0.285444417367307,0.223377500746449,-0.602356237256527,0.00384547638269362,-1.00771722374162,-0.19699525077143
"S-Adenosylhomocysteine",-0.341316476202843,0.00518955911909863,-0.579874989238403,-0.102757963167283,0.151372003663983,0.33824931665681,-0.159310061405194,0.46205406873316,0.479122786764125,0.00302729119384171,0.16501149800141,0.79323407552684
"Uridine 5'-diphosphate",0.386111393927522,0.00093894969275794,0.158697321194788,0.613525466660257,-0.209865628494541,0.118777471608983,-0.473907860410271,0.0541766034211894,-0.688757870059486,0.000743317597572665,-1.08395005149903,-0.293565688619947
"ADP",-1.19557813449168,7.31821083821138e-30,-1.38112517184775,-1.01003109713561,-1.30057882277186,5.80525101830352e-19,-1.56665329762781,-1.03450434791592,-0.169196900708627,0.147093881667524,-0.398583831074907,0.0601900296576534
"Folic acid",0.34663003616489,0.00410863291430941,0.110744432497764,0.582515639832016,0.608194898001103,9.23959394500485e-05,0.306654483529615,0.909735312472591,0.281932625307975,0.0998705267300162,-0.0545176331538822,0.618382883769832
"Guanosine diphosphate",-0.150173772394552,0.203992561591794,-0.3823127386256,0.0819651938364952,-0.425233845040177,0.0103472815324803,-0.749435418990187,-0.101032271090166,-0.344360711593732,0.047336693114,-0.684621681094905,-0.0040997420925592
"5-Methyltetrahydrofolic acid",0.502226138786288,2.8111217914762e-05,0.26985280570315,0.734599471869426,0.0497020721621989,0.748454579656668,-0.255167010278641,0.354571154603039,-0.480825721917545,0.00545243357373282,-0.81774723145494,-0.14390421238015
"Glycocholic acid",0.622811110843906,2.55787164521079e-07,0.390367547654812,0.855254674032999,-0.137105018296959,0.371869018179307,-0.438913151375327,0.164703114781408,-0.869569203461888,2.10821735804188e-07,-1.18542804564126,-0.553710361282514
"Adenosine triphosphate",0.458760267676018,7.22749907369124e-05,0.234420136507815,0.683100398844221,-0.439839385094788,0.000757237453618941,-0.693956046957093,-0.185722723232484,-0.975260780982913,4.31171654740366e-06,-1.37926029071032,-0.571261271255507
"Taurocholic acid",0.428270990270107,0.000504955951539765,0.188576815310534,0.667965165229681,-0.22227712130067,0.149131750294598,-0.524780508779804,0.0802262661784632,-0.746119276684329,1.06981207990569e-05,-1.06971448797699,-0.422524065391668
"Oxidized glutathione",-1.43354918260728,6.50179905143508e-40,-1.61686648169733,-1.25023188351723,-0.236566962127231,0.0211638562976571,-0.437433267258728,-0.0357006569957343,1.19538533244137,2.19574880530446e-10,0.848430491658961,1.54234017322378
"NAD",-1.20787811135308,2.1880045259096e-27,-1.40610694062723,-1.00964928207893,-0.437757655557908,0.00233608766735031,-0.718169488759309,-0.157345822356506,0.776162977379171,1.88812062245229e-07,0.495443984861242,1.0568819698971
"L-Lactic acid",-0.559502069036657,9.0017009539216e-08,-0.760462967686561,-0.358541170386754,0.00929872709461281,0.955346251038301,-0.317385412867437,0.335982867056662,0.521350809292757,0.0082820087538439,0.136363733574136,0.906337885011377
"Dimethyl fumarate",-0.590141246000144,1.98312077726245e-06,-0.829626902067752,-0.350655589932536,-0.199335730997299,0.230140486159922,-0.525664480600426,0.126993018605827,0.345748605637976,0.0179741084939678,0.0601918247620793,0.631305386513872
"Citraconic acid",0.204427366279217,0.0872820423949505,-0.0300721873040956,0.438926919862529,0.0585603729848888,0.707490853760185,-0.248412828704957,0.365533574674734,-0.21756852584683,0.256497242686449,-0.594972312791922,0.159835261098262
"Allantoin",0.857384845646035,1.60126622682161e-13,0.639075575057751,1.07569411623432,-0.24736821008907,0.0746122136710979,-0.519485562208762,0.0247491420306226,-1.19550421038787,2.54694779480839e-11,-1.5232495645871,-0.867758856188632
"cis-Aconitic acid",0.44372795955681,0.0002671036325152,0.207005223624246,0.680450695489375,0.226191782282284,0.160086352097022,-0.0899602703686946,0.542343834933263,-0.315049237974018,0.0636970614664175,-0.648275810767062,0.0181773348190255
"Citric acid",-0.226020300029878,0.07734011117134,-0.476967099255832,0.0249264991960757,-0.280918758716277,0.0821864348940684,-0.597939027422783,0.0361015099902297,-0.143637706246823,0.368986186644648,-0.458595838471305,0.171320425977659
"Chenodeoxycholic acid glycine conjugate",0.236566552017208,0.0615094576013508,-0.0114761324299185,0.484609236464335,-0.286022742530572,0.0394152308828203,-0.558073883662745,-0.0139716013983992,-0.614230558965704,0.00143104013466127,-0.98784464786412,-0.240616470067288
"Malondialdehyde",-0.196777609722496,0.106451162915034,-0.435926406923838,0.0423711874788462,-0.285032427558183,0.0217639353553137,-0.52817818408432,-0.0418866710320464,-0.137010891330215,0.51912175138355,-0.555921665875233,0.281899883214802
"Phenylmethyl 2-methylpropanoate",-0.575903990735316,4.81232170148843e-08,-0.778294352590882,-0.373513628879751,1.01690869771038,1.66665946297119e-11,0.732599553382827,1.30121784203792,1.53598136710803,1.13353795597851e-20,1.25659792624004,1.81536480797602
"Glyceric acid",0.504592925425908,4.09923242106802e-05,0.266062624245905,0.743123226605912,0.0418365047506188,0.767302614109302,-0.236273870097471,0.319946879598709,-0.52943363186239,0.0069993748761515,-0.912002377307674,-0.146864886417107
"Alpha-ketoisovaleric acid",-0.794696992486906,2.11578885384105e-11,-1.01942204797431,-0.569971936999497,0.158873073509576,0.274998364604837,-0.127103931093347,0.444850078112499,0.876210070987703,1.57447019551901e-06,0.529938683780478,1.22248145819493
"Methylsuccinic acid",-0.103042890097339,0.401236253538661,-0.34426241331134,0.138176633116663,-0.156521402767125,0.313559985913395,-0.461757028385906,0.148714222851656,-0.0991611895654364,0.584327893166747,-0.456519217424435,0.258196838293562
"Oxalacetic acid",1.26941388191781,5.85264669174686e-29,1.06844684225202,1.4703809215836,0.751049504423958,3.62546787442878e-09,0.508964403703681,0.993134605144235,-0.551343144650118,0.000862549249035797,-0.871748773295018,-0.230937516005218
"Oxoglutaric acid",-0.846648009856644,4.70633061067316e-12,-1.07799582439679,-0.615300195316501,-0.904596857010141,2.74500058718191e-08,-1.21539226936862,-0.59380144465166,-0.0603873595573333,0.602808890723792,-0.289192641327715,0.168417922213048
"2-Hydroxyglutarate",-0.47931489011355,6.53585639816428e-05,-0.712266043288024,-0.246363736939077,-0.601003722690807,0.000369380206164161,-0.928982059775257,-0.273025385606356,-0.148368177690044,0.257481810464918,-0.406269516967084,0.109533161586996
"D-Fructose",0.661899387438965,6.61517740051217e-08,0.426720670377126,0.897078104500805,-0.15387264950738,0.265408565166437,-0.425346144744643,0.117600845729883,-0.863355318312594,3.42927648437922e-06,-1.21707453162532,-0.509636104999869
"Glucose 1-phosphate",0.763529501998985,7.82418584821478e-11,0.540702161675437,0.986356842322533,0.0843600397443643,0.55615525460479,-0.197511328468431,0.36623140795716,-0.647091234030406,0.000310195631047222,-0.993382123149648,-0.300800344911165
"Geranyl-PP",-0.317778398169451,0.00427913649197945,-0.535018554728504,-0.100538241610399,0.240436361704344,0.159207377091579,-0.0949159978590494,0.575788721267738,0.477104570082769,0.0111066907532668,0.110453132772293,0.843756007393245
"Adenylsuccinic acid",1.58607667106194,1.30494288640468e-48,1.40956828754438,1.7625850545795,0.41466921200341,0.000192619750549874,0.198795464570671,0.630542959436148,-1.25048060474374,9.59048661624271e-16,-1.5253387944409,-0.975622415046584
"Glycerol 3-phosphate",1.68240514964826,6.05247610208473e-65,1.53212150977537,1.83268878952114,1.1382393349845,8.21137222280002e-27,0.951919125877971,1.32455954409103,-0.556559887850427,6.87268675337189e-05,-0.825129383215165,-0.28799039248569
"Glyceraldehyde",0.273660118124618,0.0234231771376444,0.0372604059470554,0.510059830302181,-0.0617261958393693,0.687237139559411,-0.363284260312391,0.239831868633652,-0.301482202610696,0.107835790624432,-0.669724056707583,0.0667596514861901
"Pyruvic acid",-0.629709030637854,1.62074648496841e-08,-0.843179922391565,-0.416238138884143,0.925891071733965,3.5175861197237e-10,0.646472839402801,1.20530930406513,1.50902761139738,1.67362413813038e-20,1.23293542619156,1.78511979660319
"Methyl (R)-3-methyl-2-oxopentanoate",-0.335775930623696,0.000540809480349587,-0.52472368184461,-0.146828179402783,1.01268261298573,1.87960384739056e-11,0.728750710720998,1.29661451525047,1.27473244841556,4.44037938718546e-11,0.920243990816098,1.62922090601502
"Isocitric acid",0.349367971444712,0.00357046863917336,0.115267825210142,0.583468117679282,0.126390211592104,0.38660373411912,-0.160580538287414,0.413360961471621,-0.267914186846825,0.145305804979402,-0.629518342857381,0.0936899691637303
"Homovanillic acid",0.224273154859078,0.0729370966818438,-0.0209802585973904,0.469526568315546,-0.361085517167753,0.0175305430388073,-0.658506121329164,-0.063664913006341,-0.608238969944017,0.000861748470504557,-0.961680397008744,-0.25479754287929
"Trimethylamine",0.329975078489472,0.00732991058716123,0.0894531319503153,0.570497025028629,0.22711621046365,0.140734722059947,-0.0755566191166289,0.529789040043929,-0.160950419666994,0.378829656368193,-0.521236499967372,0.199335660633383
"Glycine",0.267761180836587,0.0287595634375605,0.0279573522690717,0.507565009404102,0.142755684205721,0.360694683799892,-0.164238109167932,0.449749477579375,-0.182340048689094,0.330036392948942,-0.551015576800839,0.186335479422651
"Trimethylamine N-oxide",0.194759699932892,0.114307003926799,-0.0472390307345871,0.43675843060037,-0.0452071862809945,0.764087432453211,-0.341505417684448,0.251091045122459,-0.331693269953632,0.0748254775707003,-0.697013886740287,0.033627346833022
"Sarcosine",-0.317817350443344,0.00864281411801012,-0.554440555437814,-0.0811941454488732,-0.0198585966862602,0.898909076774869,-0.327364474284911,0.28764728091239,0.191655467089298,0.294317431718914,-0.16817781334205,0.551488747520646
"L-Alanine",0.349925866135679,0.00425282107396414,0.11087502340472,0.588976708866638,0.195548736393633,0.201365506100525,-0.105063132970411,0.496160605757677,-0.210387917794855,0.254873413163558,-0.574086025108781,0.15331018951907
"Cadaverine",0.885846623399648,1.09035131428523e-13,0.661982301401359,1.10971094539794,0.291038564058338,0.0408806865592233,0.0121574346184007,0.569919693498276,-0.618465531835617,0.000413468948153759,-0.956800736321025,-0.280130327350209
"2-Aminoisobutyric acid",0.121712259850869,0.313053812817248,-0.11530148327893,0.358726002980669,0.229967172040107,0.162919898794831,-0.0936499570372497,0.553584301117463,0.0481210329343438,0.782422257671216,-0.295545240972214,0.391787306840902
"Choline",0.269599880885907,0.0278394670513143,0.0295627356870912,0.509637026084723,0.14950056218885,0.33112167117166,-0.15284068792069,0.45184181229839,-0.185063263679655,0.32014734810695,-0.551650024413622,0.181523497054312
