"","i","train_auc","train_sen","test_auc","test_sen"
"86",86,0.835714285714286,"Sens:90.0%
Spec:78.6%
PPV:75.0%
NPV:91.7%
",0.719230769230769,"Sens:90.0%
Spec:61.5%
PPV:64.3%
NPV:88.9%
"
"87",87,0.857142857142857,"Sens:90.0%
Spec:85.7%
PPV:81.8%
NPV:92.3%
",0.653846153846154,"Sens:90.0%
Spec:46.2%
PPV:56.2%
NPV:85.7%
"
"88",88,0.778571428571429,"Sens:70.0%
Spec:85.7%
PPV:77.8%
NPV:80.0%
",0.869230769230769,"Sens:90.0%
Spec:76.9%
PPV:75.0%
NPV:90.9%
"
"89",89,0.775,"Sens:60.0%
Spec:92.9%
PPV:85.7%
NPV:76.5%
",0.707692307692308,"Sens:100.0%
Spec:46.2%
PPV:58.8%
NPV:100.0%
"
"90",90,0.778571428571429,"Sens:70.0%
Spec:85.7%
PPV:77.8%
NPV:80.0%
",0.861538461538462,"Sens:90.0%
Spec:84.6%
PPV:81.8%
NPV:91.7%
"
"91",91,0.832142857142857,"Sens:80.0%
Spec:78.6%
PPV:72.7%
NPV:84.6%
",0.776923076923077,"Sens:80.0%
Spec:84.6%
PPV:80.0%
NPV:84.6%
"
"92",92,0.807142857142857,"Sens:70.0%
Spec:85.7%
PPV:77.8%
NPV:80.0%
",0.807692307692308,"Sens:90.0%
Spec:76.9%
PPV:75.0%
NPV:90.9%
"
"93",93,0.821428571428572,"Sens:80.0%
Spec:78.6%
PPV:72.7%
NPV:84.6%
",0.811538461538462,"Sens:80.0%
Spec:84.6%
PPV:80.0%
NPV:84.6%
"
"94",94,0.885714285714286,"Sens:90.0%
Spec:85.7%
PPV:81.8%
NPV:92.3%
",0.8,"Sens:80.0%
Spec:84.6%
PPV:80.0%
NPV:84.6%
"
"95",95,0.907142857142857,"Sens:90.0%
Spec:85.7%
PPV:81.8%
NPV:92.3%
",0.746153846153846,"Sens:70.0%
Spec:84.6%
PPV:77.8%
NPV:78.6%
"
"96",96,0.796428571428571,"Sens:70.0%
Spec:78.6%
PPV:70.0%
NPV:78.6%
",0.846153846153846,"Sens:90.0%
Spec:84.6%
PPV:81.8%
NPV:91.7%
"
"97",97,0.842857142857143,"Sens:80.0%
Spec:85.7%
PPV:80.0%
NPV:85.7%
",0.819230769230769,"Sens:80.0%
Spec:84.6%
PPV:80.0%
NPV:84.6%
"
"98",98,0.871428571428571,"Sens:80.0%
Spec:92.9%
PPV:88.9%
NPV:86.7%
",0.746153846153846,"Sens:80.0%
Spec:69.2%
PPV:66.7%
NPV:81.8%
"
"99",99,0.935714285714286,"Sens:80.0%
Spec:92.9%
PPV:88.9%
NPV:86.7%
",0.688461538461538,"Sens:80.0%
Spec:69.2%
PPV:66.7%
NPV:81.8%
"
"100",100,0.753571428571429,"Sens:50.0%
Spec:100.0%
PPV:100.0%
NPV:73.7%
",0.923076923076923,"Sens:90.0%
Spec:92.3%
PPV:90.0%
NPV:92.3%
"
